id,stockId,stockName,stockClass,startDate
0,0000,?,?,3000/01/01
100000,0050,台灣50,ETF,2008/01/02
100001,1565,精華,櫃生技,2004/03/30
1,1101,台泥,水泥工業,1962/02/09
2,1102,亞泥,水泥工業,1962/06/08
3,1103,嘉泥,水泥工業,1969/11/14
4,1104,環泥,水泥工業,1971/02/01
5,1108,幸福,水泥工業,1990/06/06
6,1109,信大,水泥工業,1991/12/05
7,1110,東泥,水泥工業,1994/10/22
8,1201,味全,食品工業,1962/02/09
9,1203,味王,食品工業,1964/08/24
10,1210,大成,食品工業,1978/05/20
11,1213,大飲,食品工業,1981/04/10
12,1215,卜蜂,食品工業,1987/07/27
13,1216,統一,食品工業,1987/12/28
14,1217,愛之味,食品工業,1989/10/28
15,1218,泰山,食品工業,1989/11/11
16,1219,福壽,食品工業,1990/12/01
17,1220,台榮,食品工業,1991/11/20
18,1225,福懋油,食品工業,1993/09/27
19,1227,佳格,食品工業,1994/04/09
20,1229,聯華,食品工業,1976/07/19
21,1231,聯華食,食品工業,1995/11/02
22,1232,大統益,食品工業,1996/02/09
23,1233,天仁,食品工業,1999/01/20
24,1234,黑松,食品工業,1999/03/12
25,1235,興泰,食品工業,2000/09/11
26,1236,宏亞,食品工業,2001/09/17
27,1256,鮮活果汁-KY,食品工業,2016/03/17
28,1301,台塑,塑膠工業,1964/07/27
29,1303,南亞,塑膠工業,1967/11/05
30,1304,台聚,塑膠工業,1972/05/20
31,1305,華夏,塑膠工業,1973/03/05
32,1307,三芳,塑膠工業,1985/11/23
33,1308,亞聚,塑膠工業,1986/06/20
34,1309,台達化,塑膠工業,1986/06/27
35,1310,台苯,塑膠工業,1987/08/06
36,1312,國喬,塑膠工業,1988/12/21
37,1313,聯成,塑膠工業,1989/03/27
38,1314,中石化,塑膠工業,1991/07/12
39,1315,達新,塑膠工業,1992/05/09
40,1316,上曜,建材營造業,1992/10/15
41,1319,東陽,汽車工業,1994/12/12
42,1321,大洋,塑膠工業,1999/01/26
43,1323,永裕,塑膠工業,2000/09/11
44,1324,地球,塑膠工業,2000/09/11
45,1325,恆大,塑膠工業,2000/09/11
46,1326,台化,塑膠工業,1984/12/20
47,1337,再生-KY,塑膠工業,2011/07/01
48,1338,廣華-KY,汽車工業,2012/12/19
49,1339,昭輝,汽車工業,2012/04/24
50,1340,勝悅-KY,塑膠工業,2013/12/06
51,1341,富林-KY,塑膠工業,2018/12/24
52,1342,八貫,其他業,2020/11/24
53,1402,遠東新,紡織纖維,1967/04/14
54,1409,新纖,紡織纖維,1973/08/31
55,1410,南染,紡織纖維,1973/10/18
56,1413,宏洲,紡織纖維,1975/12/23
57,1414,東和,紡織纖維,1976/02/02
58,1416,廣豐,其他業,1976/04/20
59,1417,嘉裕,紡織纖維,1976/12/28
60,1418,東華,紡織纖維,1977/02/14
61,1419,新紡,紡織纖維,1977/03/14
62,1423,利華,紡織纖維,1979/04/02
63,1432,大魯閣,貿易百貨業,1982/07/26
64,1434,福懋,紡織纖維,1985/12/24
65,1435,中福,其他業,1987/12/28
66,1436,華友聯,建材營造業,1988/04/11
67,1437,勤益控,其他業,1988/11/10
68,1438,三地開發,建材營造業,1988/12/15
69,1439,雋揚,紡織纖維,1989/05/22
70,1440,南紡,紡織纖維,1989/10/03
71,1441,大東,紡織纖維,1989/10/27
72,1442,名軒,建材營造業,1989/11/16
73,1443,立益物流,其他業,1990/04/21
74,1444,力麗,紡織纖維,1990/08/08
75,1445,大宇,紡織纖維,1991/02/05
76,1446,宏和,紡織纖維,1991/10/15
77,1447,力鵬,紡織纖維,1992/01/28
78,1449,佳和,紡織纖維,1992/03/12
79,1451,年興,紡織纖維,1992/12/21
80,1452,宏益,紡織纖維,1992/12/28
81,1453,大將,建材營造業,1993/04/19
82,1454,台富,紡織纖維,1993/05/07
83,1455,集盛,紡織纖維,1993/10/07
84,1456,怡華,建材營造業,1993/12/09
85,1457,宜進,紡織纖維,1994/10/20
86,1459,聯發,紡織纖維,1994/10/26
87,1460,宏遠,紡織纖維,1995/04/28
88,1463,強盛,紡織纖維,1996/12/05
89,1464,得力,紡織纖維,1997/01/18
90,1465,偉全,紡織纖維,1997/09/08
91,1466,聚隆,紡織纖維,1998/04/04
92,1467,南緯,紡織纖維,1998/12/21
93,1468,昶和,紡織纖維,1999/01/21
94,1470,大統新創,紡織纖維,1999/05/21
95,1471,首利,電子零組件業,2000/03/06
96,1472,三洋實業,紡織纖維,2000/09/11
97,1473,台南,紡織纖維,2000/09/11
98,1474,弘裕,紡織纖維,2000/10/31
99,1475,業旺,紡織纖維,2000/10/27
100,1476,儒鴻,紡織纖維,2001/04/18
101,1477,聚陽,紡織纖維,2003/01/21
102,1503,士電,電機機械,1969/12/15
103,1504,東元,電機機械,1973/11/05
104,1506,正道,電機機械,1980/08/11
105,1512,瑞利,汽車工業,1994/01/28
106,1513,中興電,電機機械,1994/03/08
107,1514,亞力,電機機械,1994/03/26
108,1515,力山,電機機械,1995/02/04
109,1516,川飛,其他業,1995/04/01
110,1517,利奇,電機機械,1995/11/14
111,1519,華城,電機機械,1997/04/16
112,1521,大億,汽車工業,1997/10/06
113,1522,堤維西,汽車工業,1997/10/06
114,1524,耿鼎,汽車工業,1998/10/30
115,1525,江申,汽車工業,1999/05/15
116,1526,日馳,電機機械,2000/03/27
117,1527,鑽全,電機機械,2000/06/21
118,1528,恩德,電機機械,2000/09/11
119,1529,樂事綠能,電機機械,2000/09/11
120,1530,亞崴,電機機械,2000/09/11
121,1531,高林股,電機機械,2000/09/11
122,1532,勤美,電機機械,2000/09/11
123,1533,車王電,汽車工業,2001/04/06
124,1535,中宇,電機機械,2001/09/17
125,1536,和大,汽車工業,2001/09/17
126,1537,廣隆,電機機械,2002/01/22
127,1538,正峰,電機機械,2002/08/26
128,1539,巨庭,電機機械,2002/10/29
129,1540,喬福,電機機械,2002/08/26
130,1541,錩泰,電機機械,2003/03/19
131,1558,伸興,電機機械,2014/12/23
132,1560,中砂,電機機械,2005/01/31
133,1568,倉佑,汽車工業,2014/05/14
134,1582,信錦,電子零組件業,2009/12/17
135,1583,程泰,電機機械,2008/01/24
136,1587,吉茂,汽車工業,2018/04/16
137,1589,永冠-KY,電機機械,2012/04/27
138,1590,亞德客-KY,電機機械,2010/12/13
139,1597,直得,電機機械,2020/12/23
140,1598,岱宇,生技醫療業,2016/09/20
141,1603,華電,電器電纜,1968/06/03
142,1604,聲寶,電器電纜,1970/12/14
143,1605,華新,電器電纜,1972/11/03
144,1608,華榮,電器電纜,1988/07/11
145,1609,大亞,電器電纜,1988/12/12
146,1611,中電,電器電纜,1990/01/16
147,1612,宏泰,電器電纜,1993/05/08
148,1614,三洋電,電器電纜,1997/09/18
149,1615,大山,電器電纜,2000/03/30
150,1616,億泰,電器電纜,2000/09/11
151,1617,榮星,電器電纜,2000/09/11
152,1618,合機,電器電纜,2000/09/11
153,1626,艾美特-KY,電器電纜,2013/03/21
154,1701,中化,生技醫療業,1962/02/09
155,1702,南僑,食品工業,1973/05/30
156,1707,葡萄王,生技醫療業,1982/12/20
157,1708,東鹼,化學工業,1986/06/16
158,1709,和益,化學工業,1986/07/03
159,1710,東聯,化學工業,1987/10/21
160,1711,永光,化學工業,1988/12/27
161,1712,興農,化學工業,1989/12/14
162,1713,國化,化學工業,1990/01/31
163,1714,和桐,化學工業,1991/08/30
164,1717,長興,化學工業,1994/03/31
165,1718,中纖,化學工業,1963/12/02
166,1720,生達,生技醫療業,1995/12/12
167,1721,三晃,化學工業,1996/05/16
168,1722,台肥,化學工業,1998/03/24
169,1723,中碳,化學工業,1998/11/27
170,1725,元禎,化學工業,2000/09/11
171,1726,永記,化學工業,2000/09/11
172,1727,中華化,化學工業,2000/09/11
173,1730,花仙子,化學工業,2001/09/17
174,1731,美吾華,生技醫療業,2001/09/17
175,1732,毛寶,化學工業,2001/09/17
176,1733,五鼎,生技醫療業,2001/09/17
177,1734,杏輝,生技醫療業,2002/08/26
178,1735,日勝化,化學工業,2002/08/26
179,1736,喬山,生技醫療業,2003/01/09
180,1737,臺鹽,食品工業,2003/11/18
181,1752,南光,生技醫療業,2022/01/19
182,1760,寶齡富錦,生技醫療業,2018/01/23
183,1762,中化生,生技醫療業,2010/12/20
184,1773,勝一,化學工業,2009/02/27
185,1776,展宇,化學工業,2016/05/09
186,1783,和康生,生技醫療業,2013/12/20
187,1786,科妍,生技醫療業,2013/11/12
188,1789,神隆,生技醫療業,2011/09/29
189,1795,美時,生技醫療業,2019/12/16
190,1802,台玻,玻璃陶瓷,1973/07/20
191,1805,寶徠,建材營造業,1989/10/20
192,1806,冠軍,玻璃陶瓷,1992/09/29
193,1808,潤隆,建材營造業,1994/10/26
194,1809,中釉,玻璃陶瓷,1996/04/30
195,1810,和成,玻璃陶瓷,1991/10/14
196,1817,凱撒衛,玻璃陶瓷,2013/10/24
197,1903,士紙,造紙工業,1963/12/09
198,1904,正隆,造紙工業,1971/09/10
199,1905,華紙,造紙工業,1975/02/07
200,1906,寶隆,造紙工業,1976/04/26
201,1907,永豐餘,造紙工業,1977/02/22
202,1909,榮成,造紙工業,1985/11/19
203,2002,中鋼,鋼鐵工業,1974/12/26
204,2006,東和鋼鐵,鋼鐵工業,1988/07/13
205,2007,燁興,鋼鐵工業,1988/10/04
206,2008,高興昌,鋼鐵工業,1988/12/28
207,2009,第一銅,鋼鐵工業,1989/10/20
208,2010,春源,鋼鐵工業,1989/12/22
209,2012,春雨,鋼鐵工業,1991/10/17
210,2013,中鋼構,鋼鐵工業,1992/01/21
211,2014,中鴻,鋼鐵工業,1992/02/20
212,2015,豐興,鋼鐵工業,1992/05/25
213,2017,官田鋼,鋼鐵工業,1992/11/02
214,2020,美亞,鋼鐵工業,1993/04/27
215,2022,聚亨,鋼鐵工業,1995/03/27
216,2023,燁輝,鋼鐵工業,1995/07/28
217,2024,志聯,鋼鐵工業,1995/12/30
218,2025,千興,鋼鐵工業,1996/02/08
219,2027,大成鋼,鋼鐵工業,1996/10/24
220,2028,威致,鋼鐵工業,1996/12/13
221,2029,盛餘,鋼鐵工業,1997/01/11
222,2030,彰源,鋼鐵工業,1998/12/24
223,2031,新光鋼,鋼鐵工業,2000/09/11
224,2032,新鋼,鋼鐵工業,2000/09/11
225,2033,佳大,鋼鐵工業,2000/09/11
226,2034,允強,鋼鐵工業,2001/09/17
227,2038,海光,鋼鐵工業,2008/12/30
228,2049,上銀,電機機械,2009/06/26
229,2059,川湖,電子零組件業,2008/06/25
230,2062,橋椿,其他業,2007/11/16
231,2069,運錩,鋼鐵工業,2016/03/22
232,2101,南港,橡膠工業,1963/11/01
233,2102,泰豐,橡膠工業,1979/07/16
234,2103,台橡,橡膠工業,1982/09/25
235,2104,國際中橡,橡膠工業,1986/07/15
236,2105,正新,橡膠工業,1987/12/07
237,2106,建大,橡膠工業,1990/12/20
238,2107,厚生,橡膠工業,1992/03/03
239,2108,南帝,橡膠工業,1992/10/27
240,2109,華豐,橡膠工業,2000/05/08
241,2114,鑫永銓,橡膠工業,2010/12/29
242,2115,六暉-KY,汽車工業,2013/12/25
243,2201,裕隆,汽車工業,1976/07/08
244,2204,中華,汽車工業,1991/03/12
245,2206,三陽工業,汽車工業,1996/07/29
246,2207,和泰車,汽車工業,1997/02/25
247,2208,台船,航運業,2008/12/22
248,2211,長榮鋼,鋼鐵工業,2021/04/12
249,2227,裕日車,汽車工業,2004/12/21
250,2228,劍麟,汽車工業,2013/11/25
251,2231,為升,汽車工業,2010/11/19
252,2233,宇隆,汽車工業,2019/09/17
253,2236,百達-KY,汽車工業,2015/06/03
254,2239,英利-KY,汽車工業,2016/01/27
255,2241,艾姆勒,汽車工業,2020/08/26
256,2243,宏旭-KY,汽車工業,2017/09/27
257,2247,汎德永業,汽車工業,2020/10/12
258,2250,IKKA-KY,汽車工業,2021/05/31
259,2301,光寶科,電腦及週邊設備業,1995/11/17
260,2302,麗正,半導體業,1985/01/15
261,2303,聯電,半導體業,1985/07/16
262,2305,全友,電腦及週邊設備業,1988/10/21
263,2308,台達電,電子零組件業,1988/12/19
264,2312,金寶,其他電子業,1989/11/07
265,2313,華通,電子零組件業,1990/07/24
266,2314,台揚,通信網路業,1990/08/08
267,2316,楠梓電,電子零組件業,1991/02/05
268,2317,鴻海,其他電子業,1991/06/18
269,2321,東訊,通信網路業,1991/11/08
270,2323,中環,光電業,1992/02/17
271,2324,仁寶,電腦及週邊設備業,1992/02/18
272,2327,國巨,電子零組件業,1993/10/22
273,2328,廣宇,電子零組件業,1993/11/09
274,2329,華泰,半導體業,1994/04/20
275,2330,台積電,半導體業,1994/09/05
276,2331,精英,電腦及週邊設備業,1994/09/21
277,2332,友訊,通信網路業,1994/10/17
278,2337,旺宏,半導體業,1995/03/15
279,2338,光罩,半導體業,1995/04/17
280,2340,台亞,半導體業,1995/05/02
281,2342,茂矽,半導體業,1995/09/19
282,2344,華邦電,半導體業,1995/10/18
283,2345,智邦,通信網路業,1995/11/15
284,2347,聯強,電子通路業,1995/12/13
285,2348,海悅,其他業,1996/01/05
286,2349,錸德,光電業,1996/04/23
287,2351,順德,半導體業,1996/04/25
288,2352,佳世達,電腦及週邊設備業,1996/07/22
289,2353,宏碁,電腦及週邊設備業,1996/09/18
290,2354,鴻準,其他電子業,1996/10/08
291,2355,敬鵬,電子零組件業,1996/10/14
292,2356,英業達,電腦及週邊設備業,1996/11/13
293,2357,華碩,電腦及週邊設備業,1996/11/14
294,2358,廷鑫,其他業,1996/12/18
295,2359,所羅門,其他電子業,1996/12/19
296,2360,致茂,其他電子業,1996/12/21
297,2362,藍天,電腦及週邊設備業,1997/04/02
298,2363,矽統,半導體業,1997/08/01
299,2364,倫飛,電腦及週邊設備業,1997/08/11
300,2365,昆盈,電腦及週邊設備業,1997/11/03
301,2367,燿華,電子零組件業,1997/12/13
302,2368,金像電,電子零組件業,1998/03/09
303,2369,菱生,半導體業,1998/04/10
304,2371,大同,電機機械,1962/02/09
305,2373,震旦行,其他電子業,1991/08/01
306,2374,佳能,光電業,1995/01/16
307,2375,凱美,電子零組件業,1998/08/29
308,2376,技嘉,電腦及週邊設備業,1998/09/24
309,2377,微星,電腦及週邊設備業,1998/10/31
310,2379,瑞昱,半導體業,1998/10/26
311,2380,虹光,電腦及週邊設備業,1998/12/03
312,2382,廣達,電腦及週邊設備業,1999/01/08
313,2383,台光電,電子零組件業,1998/11/27
314,2385,群光,電子零組件業,1999/01/05
315,2387,精元,電腦及週邊設備業,1999/01/25
316,2388,威盛,半導體業,1999/03/05
317,2390,云辰,其他電子業,1999/06/15
318,2392,正崴,電子零組件業,1999/09/20
319,2393,億光,光電業,1999/11/04
320,2395,研華,電腦及週邊設備業,1999/12/13
321,2397,友通,電腦及週邊設備業,2000/01/15
322,2399,映泰,電腦及週邊設備業,1999/12/16
323,2401,凌陽,半導體業,2000/01/27
324,2402,毅嘉,電子零組件業,2000/01/14
325,2404,漢唐,其他電子業,2000/03/14
326,2405,輔信,電腦及週邊設備業,2000/03/17
327,2406,國碩,光電業,2000/04/29
328,2408,南亞科,半導體業,2000/08/17
329,2409,友達,光電業,2000/09/08
330,2412,中華電,通信網路業,2000/10/27
331,2413,環科,電子零組件業,2000/09/11
332,2414,精技,電子通路業,2000/09/11
333,2415,錩新,電子零組件業,2000/09/11
334,2417,圓剛,電腦及週邊設備業,2000/09/11
335,2419,仲琦,通信網路業,2000/09/11
336,2420,新巨,電子零組件業,2000/09/11
337,2421,建準,電子零組件業,2000/09/11
338,2423,固緯,其他電子業,2000/09/11
339,2424,隴華,電腦及週邊設備業,2000/09/11
340,2425,承啟,電腦及週邊設備業,2000/09/11
341,2426,鼎元,光電業,2000/09/11
342,2427,三商電,資訊服務業,2000/09/11
343,2428,興勤,電子零組件業,2000/09/11
344,2429,銘旺科,光電業,2000/09/11
345,2430,燦坤,電子通路業,2000/09/11
346,2431,聯昌,電子零組件業,2000/09/11
347,2433,互盛電,其他電子業,2000/09/11
348,2434,統懋,半導體業,2000/09/11
349,2436,偉詮電,半導體業,2000/09/11
350,2438,翔耀,光電業,2000/09/11
351,2439,美律,通信網路業,2000/09/11
352,2440,太空梭,電子零組件業,2000/11/10
353,2441,超豐,半導體業,2000/10/26
354,2442,新美齊,電腦及週邊設備業,2000/11/22
355,2443,昶虹,其他業,2001/01/03
356,2444,兆勁,通信網路業,2000/12/08
357,2449,京元電子,半導體業,2001/05/09
358,2450,神腦,通信網路業,2001/05/24
359,2451,創見,半導體業,2001/05/03
360,2453,凌群,資訊服務業,2001/05/22
361,2454,聯發科,半導體業,2001/07/23
362,2455,全新,通信網路業,2002/01/24
363,2457,飛宏,電子零組件業,2001/09/17
364,2458,義隆,半導體業,2001/09/17
365,2459,敦吉,其他電子業,2001/09/17
366,2460,建通,電子零組件業,2001/09/17
367,2461,光群雷,其他電子業,2001/09/17
368,2462,良得電,電子零組件業,2001/09/17
369,2464,盟立,其他電子業,2001/09/17
370,2465,麗臺,電腦及週邊設備業,2001/09/19
371,2466,冠西電,光電業,2001/09/17
372,2467,志聖,電子零組件業,2001/09/17
373,2468,華經,資訊服務業,2001/09/17
374,2471,資通,資訊服務業,2001/09/17
375,2472,立隆電,電子零組件業,2001/09/17
376,2474,可成,其他電子業,2001/09/17
377,2476,鉅祥,電子零組件業,2001/09/17
378,2477,美隆電,其他電子業,2001/09/17
379,2478,大毅,電子零組件業,2001/09/17
380,2480,敦陽科,資訊服務業,2001/09/17
381,2481,強茂,半導體業,2001/09/17
382,2482,連宇,其他電子業,2001/09/17
383,2483,百容,電子零組件業,2001/09/17
384,2484,希華,電子零組件業,2001/09/17
385,2485,兆赫,通信網路業,2001/09/17
386,2486,一詮,光電業,2001/09/19
387,2488,漢平,其他電子業,2001/09/17
388,2489,瑞軒,光電業,2001/09/17
389,2491,吉祥全,光電業,2001/09/17
390,2492,華新科,電子零組件業,2001/09/17
391,2493,揚博,電子零組件業,2002/01/23
392,2495,普安,電腦及週邊設備業,2002/03/25
393,2496,卓越,其他業,2002/03/08
394,2497,怡利電,汽車工業,2002/02/04
395,2498,宏達電,通信網路業,2002/03/26
396,2501,國建,建材營造業,1967/10/28
397,2504,國產,建材營造業,1978/03/14
398,2505,國揚,建材營造業,1979/11/14
399,2506,太設,建材營造業,1980/02/02
